"","sid","type","spec_batch","pno_br","mzo_br","pno_purity","prep_batch","blender_batch","sid_type","rep_batch","all_batch","all_br","all_label"
"731","21","N","20200907","1","1",98.5,"26/08/2020","Jo","21_N",1,"20200907_26/08/2020_Jo","11","11_98.5"
"732","21","N","20200907","1","1",98.5,"26/08/2020","Jo","21_N",1,"20200907_26/08/2020_Jo","11","11_98.5"
"1057","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1058","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1059","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1060","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1061","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1062","26","N","20200910","1","1",98,"26/08/2020","Jo","26_N",1,"20200910_26/08/2020_Jo","11","11_98"
"1393","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1394","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1395","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1396","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1397","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1398","31","N","20200902","1","1",97.5,"26/08/2020","Jo","31_N",1,"20200902_26/08/2020_Jo","11","11_97.5"
"1723","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"1724","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"1725","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"1726","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"1727","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"1728","36","N","20200914","1","1",97,"26/08/2020","Jo","36_N",1,"20200914_26/08/2020_Jo","11","11_97"
"2059","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2060","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2061","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2062","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2063","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2064","41","N","20200907","1","1",96.5,"26/08/2020","Jo","41_N",1,"20200907_26/08/2020_Jo","11","11_96.5"
"2125","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2126","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2127","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2128","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2129","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2130","46","N","20200903","1","1",96,"26/08/2020","Jo","46_N",1,"20200903_26/08/2020_Jo","11","11_96"
"2155","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2156","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2157","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2158","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2159","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2160","51","N","20200904","1","1",95.5,"26/08/2020","Jo","51_N",1,"20200904_26/08/2020_Jo","11","11_95.5"
"2185","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2186","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2187","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2188","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2189","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2190","56","N","20200904","1","1",95,"26/08/2020","Jo","56_N",1,"20200904_26/08/2020_Jo","11","11_95"
"2215","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2216","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2217","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2218","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2219","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2220","61","N","20200903","1","1",94.5,"26/08/2020","Jo","61_N",1,"20200903_26/08/2020_Jo","11","11_94.5"
"2245","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2246","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2247","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2248","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2249","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2250","66","N","20200903","1","1",94,"26/08/2020","Jo","66_N",1,"20200903_26/08/2020_Jo","11","11_94"
"2281","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2282","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2283","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2284","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2285","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2286","71","N","20200915","1","1",93.5,"26/08/2020","Jo","71_N",1,"20200915_26/08/2020_Jo","11","11_93.5"
"2311","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2312","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2313","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2314","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2315","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2316","76","N","20200901","1","1",93,"26/08/2020","Jo","76_N",1,"20200901_26/08/2020_Jo","11","11_93"
"2347","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2348","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2349","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2350","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2351","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2352","81","N","20200901","1","1",92.5,"26/08/2020","Jo","81_N",1,"20200901_26/08/2020_Jo","11","11_92.5"
"2377","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2378","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2379","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2380","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2381","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2382","86","N","20200911","1","1",92,"26/08/2020","Jo","86_N",1,"20200911_26/08/2020_Jo","11","11_92"
"2413","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2414","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2415","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2416","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2417","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2418","91","N","20200915","1","1",91.5,"26/08/2020","Jo","91_N",1,"20200915_26/08/2020_Jo","11","11_91.5"
"2443","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2444","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2445","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2446","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2447","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2448","96","N","20200903","1","1",91,"26/08/2020","Jo","96_N",1,"20200903_26/08/2020_Jo","11","11_91"
"2821","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2822","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2823","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2824","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2825","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2826","56","QC","20200831","1","1",95,"28/08/2020","JE","56_QC",1,"20200831_28/08/2020_JE","11","11_95"
"2845","56","QC","20200911","1","1",95,"28/08/2020","JE","56_QC",1,"20200911_28/08/2020_JE","11","11_95"
