"","sid","type","spec_batch","pno_br","mzo_br","pno_purity","prep_batch","blender_batch","sid_type","rep_batch","all_batch","all_br","all_label"
"2657","6","QC","20200902","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200902_03/07/2020_NoBlend","10","10_100"
"2658","6","QC","20200902","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200902_03/07/2020_NoBlend","10","10_100"
"2660","1","QC","20200903","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200903_03/07/2020_NoBlend","01","01_0"
"2661","1","QC","20200903","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200903_03/07/2020_NoBlend","01","01_0"
"2662","1","QC","20200903","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200903_03/07/2020_NoBlend","01","01_0"
"2664","1","QC","20200903","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200903_03/07/2020_NoBlend","01","01_0"
"2665","10","QC","20200903","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200903_03/07/2020_NoBlend","50","50_100"
"2666","10","QC","20200903","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200903_03/07/2020_NoBlend","50","50_100"
"2667","10","QC","20200903","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200903_03/07/2020_NoBlend","50","50_100"
"2670","10","QC","20200903","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200903_03/07/2020_NoBlend","50","50_100"
"2671","5","QC","20200903","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200903_03/07/2020_NoBlend","05","05_0"
"2672","5","QC","20200903","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200903_03/07/2020_NoBlend","05","05_0"
"2674","5","QC","20200903","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200903_03/07/2020_NoBlend","05","05_0"
"2675","5","QC","20200903","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200903_03/07/2020_NoBlend","05","05_0"
"2677","6","QC","20200903","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200903_03/07/2020_NoBlend","10","10_100"
"2679","6","QC","20200903","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200903_03/07/2020_NoBlend","10","10_100"
"2680","6","QC","20200903","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200903_03/07/2020_NoBlend","10","10_100"
"2682","6","QC","20200903","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200903_03/07/2020_NoBlend","10","10_100"
"2683","1","QC","20200904","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200904_03/07/2020_NoBlend","01","01_0"
"2684","1","QC","20200904","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200904_03/07/2020_NoBlend","01","01_0"
"2686","1","QC","20200904","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200904_03/07/2020_NoBlend","01","01_0"
"2688","1","QC","20200904","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200904_03/07/2020_NoBlend","01","01_0"
"2690","10","QC","20200904","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200904_03/07/2020_NoBlend","50","50_100"
"2691","10","QC","20200904","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200904_03/07/2020_NoBlend","50","50_100"
"2693","10","QC","20200904","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200904_03/07/2020_NoBlend","50","50_100"
"2694","10","QC","20200904","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200904_03/07/2020_NoBlend","50","50_100"
"2695","5","QC","20200904","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200904_03/07/2020_NoBlend","05","05_0"
"2696","5","QC","20200904","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200904_03/07/2020_NoBlend","05","05_0"
"2697","5","QC","20200904","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200904_03/07/2020_NoBlend","05","05_0"
"2698","5","QC","20200904","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200904_03/07/2020_NoBlend","05","05_0"
"2702","6","QC","20200904","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200904_03/07/2020_NoBlend","10","10_100"
"2703","6","QC","20200904","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200904_03/07/2020_NoBlend","10","10_100"
"2705","6","QC","20200904","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200904_03/07/2020_NoBlend","10","10_100"
"2706","6","QC","20200904","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200904_03/07/2020_NoBlend","10","10_100"
"2709","1","QC","20200907","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200907_03/07/2020_NoBlend","01","01_0"
"2710","1","QC","20200907","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200907_03/07/2020_NoBlend","01","01_0"
"2711","1","QC","20200907","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200907_03/07/2020_NoBlend","01","01_0"
"2712","1","QC","20200907","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200907_03/07/2020_NoBlend","01","01_0"
"2713","10","QC","20200907","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200907_03/07/2020_NoBlend","50","50_100"
"2715","10","QC","20200907","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200907_03/07/2020_NoBlend","50","50_100"
"2716","10","QC","20200907","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200907_03/07/2020_NoBlend","50","50_100"
"2718","10","QC","20200907","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200907_03/07/2020_NoBlend","50","50_100"
"2719","5","QC","20200907","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200907_03/07/2020_NoBlend","05","05_0"
"2720","5","QC","20200907","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200907_03/07/2020_NoBlend","05","05_0"
"2722","5","QC","20200907","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200907_03/07/2020_NoBlend","05","05_0"
"2723","5","QC","20200907","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200907_03/07/2020_NoBlend","05","05_0"
"2725","6","QC","20200907","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200907_03/07/2020_NoBlend","10","10_100"
"2727","6","QC","20200907","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200907_03/07/2020_NoBlend","10","10_100"
"2728","6","QC","20200907","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200907_03/07/2020_NoBlend","10","10_100"
"2730","6","QC","20200907","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200907_03/07/2020_NoBlend","10","10_100"
"2731","1","QC","20200908","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200908_03/07/2020_NoBlend","01","01_0"
"2732","1","QC","20200908","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200908_03/07/2020_NoBlend","01","01_0"
"2735","1","QC","20200908","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200908_03/07/2020_NoBlend","01","01_0"
"2736","1","QC","20200908","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200908_03/07/2020_NoBlend","01","01_0"
"2737","10","QC","20200908","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200908_03/07/2020_NoBlend","50","50_100"
"2738","10","QC","20200908","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200908_03/07/2020_NoBlend","50","50_100"
"2739","10","QC","20200908","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200908_03/07/2020_NoBlend","50","50_100"
"2740","10","QC","20200908","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200908_03/07/2020_NoBlend","50","50_100"
"2743","5","QC","20200908","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200908_03/07/2020_NoBlend","05","05_0"
"2745","5","QC","20200908","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200908_03/07/2020_NoBlend","05","05_0"
"2747","5","QC","20200908","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200908_03/07/2020_NoBlend","05","05_0"
"2748","5","QC","20200908","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200908_03/07/2020_NoBlend","05","05_0"
"2749","6","QC","20200908","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200908_03/07/2020_NoBlend","10","10_100"
"2750","6","QC","20200908","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200908_03/07/2020_NoBlend","10","10_100"
"2753","6","QC","20200908","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200908_03/07/2020_NoBlend","10","10_100"
"2754","6","QC","20200908","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200908_03/07/2020_NoBlend","10","10_100"
"2755","1","QC","20200909","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200909_03/07/2020_NoBlend","01","01_0"
"2756","1","QC","20200909","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200909_03/07/2020_NoBlend","01","01_0"
"2757","1","QC","20200909","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200909_03/07/2020_NoBlend","01","01_0"
"2759","1","QC","20200909","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200909_03/07/2020_NoBlend","01","01_0"
"2761","10","QC","20200909","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200909_03/07/2020_NoBlend","50","50_100"
"2763","10","QC","20200909","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200909_03/07/2020_NoBlend","50","50_100"
"2764","10","QC","20200909","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200909_03/07/2020_NoBlend","50","50_100"
"2766","10","QC","20200909","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200909_03/07/2020_NoBlend","50","50_100"
"2769","5","QC","20200909","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200909_03/07/2020_NoBlend","05","05_0"
"2770","5","QC","20200909","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200909_03/07/2020_NoBlend","05","05_0"
"2771","5","QC","20200909","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200909_03/07/2020_NoBlend","05","05_0"
"2772","5","QC","20200909","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200909_03/07/2020_NoBlend","05","05_0"
"2773","6","QC","20200909","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200909_03/07/2020_NoBlend","10","10_100"
"2775","6","QC","20200909","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200909_03/07/2020_NoBlend","10","10_100"
"2776","6","QC","20200909","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200909_03/07/2020_NoBlend","10","10_100"
"2778","6","QC","20200909","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200909_03/07/2020_NoBlend","10","10_100"
"2779","1","QC","20200910","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200910_03/07/2020_NoBlend","01","01_0"
"2781","1","QC","20200910","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200910_03/07/2020_NoBlend","01","01_0"
"2782","1","QC","20200910","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200910_03/07/2020_NoBlend","01","01_0"
