"","sid","type","spec_batch","pno_br","mzo_br","pno_purity","prep_batch","blender_batch","sid_type","rep_batch","all_batch","all_br","all_label"
"1429","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1430","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1431","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1432","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1433","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1434","315","N","20200904","5","1",99.5,"06/07/2020","JW","315_N",1,"20200904_06/07/2020_JW","51","51_99.5"
"1435","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1436","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1437","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1438","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1439","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1440","316","N","20200909","5","1",99,"06/07/2020","JW","316_N",1,"20200909_06/07/2020_JW","51","51_99"
"1441","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1442","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1443","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1444","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1445","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1446","317","N","20200908","5","1",98.5,"06/07/2020","JW","317_N",1,"20200908_06/07/2020_JW","51","51_98.5"
"1447","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1448","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1449","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1450","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1451","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1452","318","N","20200904","5","1",98,"06/07/2020","JW","318_N",1,"20200904_06/07/2020_JW","51","51_98"
"1453","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1454","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1455","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1456","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1457","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1458","319","N","20200910","5","1",97.5,"06/07/2020","JW","319_N",1,"20200910_06/07/2020_JW","51","51_97.5"
"1465","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1466","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1467","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1468","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1469","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1470","320","N","20200909","5","1",97,"06/07/2020","JW","320_N",1,"20200909_06/07/2020_JW","51","51_97"
"1471","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1472","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1473","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1474","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1475","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1476","321","N","20200901","5","1",96.5,"06/07/2020","JW","321_N",1,"20200901_06/07/2020_JW","51","51_96.5"
"1477","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1478","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1479","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1480","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1481","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1482","322","N","20200902","5","1",96,"06/07/2020","JW","322_N",1,"20200902_06/07/2020_JW","51","51_96"
"1483","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1484","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1485","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1486","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1487","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1488","323","N","20200909","5","1",95.5,"06/07/2020","JW","323_N",1,"20200909_06/07/2020_JW","51","51_95.5"
"1489","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1490","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1491","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1492","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1493","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1494","324","N","20200909","5","1",95,"06/07/2020","JW","324_N",1,"20200909_06/07/2020_JW","51","51_95"
"1495","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1496","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1497","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1498","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1499","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1500","325","N","20200909","5","1",94.5,"06/07/2020","JW","325_N",1,"20200909_06/07/2020_JW","51","51_94.5"
"1501","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1502","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1503","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1504","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1505","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1506","326","N","20200910","5","1",94,"06/07/2020","JW","326_N",1,"20200910_06/07/2020_JW","51","51_94"
"1507","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1508","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1509","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1510","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1511","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1512","327","N","20200908","5","1",93.5,"06/07/2020","JW","327_N",1,"20200908_06/07/2020_JW","51","51_93.5"
"1513","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1514","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1515","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1516","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1517","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1518","328","N","20200910","5","1",93,"06/07/2020","JW","328_N",1,"20200910_06/07/2020_JW","51","51_93"
"1519","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1520","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1521","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1522","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1523","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1524","329","N","20200910","5","1",92.5,"06/07/2020","JW","329_N",1,"20200910_06/07/2020_JW","51","51_92.5"
"1531","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1532","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1533","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1534","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1535","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1536","330","N","20200908","5","1",92,"06/07/2020","JW","330_N",1,"20200908_06/07/2020_JW","51","51_92"
"1537","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1538","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1539","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1540","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1541","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1542","331","N","20200902","5","1",91.5,"06/07/2020","JW","331_N",1,"20200902_06/07/2020_JW","51","51_91.5"
"1543","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1544","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1545","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1546","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1547","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1548","332","N","20200910","5","1",91,"06/07/2020","JW","332_N",1,"20200910_06/07/2020_JW","51","51_91"
"1549","333","N","20200901","5","1",90.5,"06/07/2020","JW","333_N",1,"20200901_06/07/2020_JW","51","51_90.5"
"1550","333","N","20200901","5","1",90.5,"06/07/2020","JW","333_N",1,"20200901_06/07/2020_JW","51","51_90.5"
"1551","333","N","20200901","5","1",90.5,"06/07/2020","JW","333_N",1,"20200901_06/07/2020_JW","51","51_90.5"
"1552","333","N","20200901","5","1",90.5,"06/07/2020","JW","333_N",1,"20200901_06/07/2020_JW","51","51_90.5"
