"","sid","type","spec_batch","pno_br","mzo_br","pno_purity","prep_batch","blender_batch","sid_type","rep_batch","all_batch","all_br","all_label"
"466","170","N","20200907","1","5",70,"26/08/2020","JE","170_N",1,"20200907_26/08/2020_JE","15","15_70"
"467","170","N","20200907","1","5",70,"26/08/2020","JE","170_N",1,"20200907_26/08/2020_JE","15","15_70"
"468","170","N","20200907","1","5",70,"26/08/2020","JE","170_N",1,"20200907_26/08/2020_JE","15","15_70"
"493","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"494","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"495","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"496","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"497","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"498","175","N","20200901","1","5",60,"26/08/2020","JE","175_N",1,"20200901_26/08/2020_JE","15","15_60"
"529","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"530","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"531","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"532","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"533","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"534","180","N","20200902","1","5",50,"26/08/2020","JE","180_N",1,"20200902_26/08/2020_JE","15","15_50"
"559","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"560","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"561","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"562","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"563","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"564","185","N","20200911","1","5",40,"26/08/2020","JE","185_N",1,"20200911_26/08/2020_JE","15","15_40"
"595","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"596","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"597","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"598","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"599","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"600","190","N","20200911","1","5",30,"26/08/2020","JE","190_N",1,"20200911_26/08/2020_JE","15","15_30"
"625","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"626","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"627","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"628","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"629","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"630","195","N","20200907","1","5",20,"26/08/2020","JE","195_N",1,"20200907_26/08/2020_JE","15","15_20"
"661","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"662","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"663","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"664","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"665","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"666","20","N","20200915","1","5",99,"26/08/2020","Jo","20_N",1,"20200915_26/08/2020_Jo","15","15_99"
"667","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"668","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"669","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"670","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"671","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"672","200","N","20200903","1","5",10,"26/08/2020","JE","200_N",1,"20200903_26/08/2020_JE","15","15_10"
"991","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"992","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"993","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"994","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"995","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"996","25","N","20200901","1","5",98.5,"26/08/2020","Jo","25_N",1,"20200901_26/08/2020_Jo","15","15_98.5"
"1327","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1328","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1329","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1330","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1331","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1332","30","N","20200901","1","5",98,"26/08/2020","Jo","30_N",1,"20200901_26/08/2020_Jo","15","15_98"
"1657","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1658","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1659","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1660","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1661","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1662","35","N","20200902","1","5",97.5,"26/08/2020","Jo","35_N",1,"20200902_26/08/2020_Jo","15","15_97.5"
"1993","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"1994","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"1995","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"1996","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"1997","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"1998","40","N","20200915","1","5",97,"26/08/2020","Jo","40_N",1,"20200915_26/08/2020_Jo","15","15_97"
"2119","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2120","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2121","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2122","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2123","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2124","45","N","20200908","1","5",96.5,"26/08/2020","Jo","45_N",1,"20200908_26/08/2020_Jo","15","15_96.5"
"2149","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2150","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2151","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2152","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2153","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2154","50","N","20200908","1","5",96,"26/08/2020","Jo","50_N",1,"20200908_26/08/2020_Jo","15","15_96"
"2179","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2180","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2181","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2182","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2183","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2184","55","N","20200915","1","5",95.5,"26/08/2020","Jo","55_N",1,"20200915_26/08/2020_Jo","15","15_95.5"
"2209","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2210","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2211","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2212","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2213","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2214","60","N","20200909","1","5",95,"26/08/2020","Jo","60_N",1,"20200909_26/08/2020_Jo","15","15_95"
"2239","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2240","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2241","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2242","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2243","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2244","65","N","20200911","1","5",94.5,"26/08/2020","Jo","65_N",1,"20200911_26/08/2020_Jo","15","15_94.5"
"2275","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2276","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2277","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2278","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2279","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2280","70","N","20200902","1","5",94,"26/08/2020","Jo","70_N",1,"20200902_26/08/2020_Jo","15","15_94"
"2305","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2306","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2307","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2308","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2309","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2310","75","N","20200831","1","5",93.5,"26/08/2020","Jo","75_N",1,"20200831_26/08/2020_Jo","15","15_93.5"
"2341","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2342","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2343","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2344","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2345","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2346","80","N","20200910","1","5",93,"26/08/2020","Jo","80_N",1,"20200910_26/08/2020_Jo","15","15_93"
"2371","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2372","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2373","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2374","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2375","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2376","85","N","20200903","1","5",92.5,"26/08/2020","Jo","85_N",1,"20200903_26/08/2020_Jo","15","15_92.5"
"2407","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2408","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2409","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2410","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2411","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2412","90","N","20200909","1","5",92,"26/08/2020","Jo","90_N",1,"20200909_26/08/2020_Jo","15","15_92"
"2437","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"2438","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"2439","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"2440","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"2441","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"2442","95","N","20200901","1","5",91.5,"26/08/2020","Jo","95_N",1,"20200901_26/08/2020_Jo","15","15_91.5"
"25100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
"26100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
"27100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
"28100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
"29100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
"30100","105","N","20201126","1","5",90.5,"26/08/2020","Jo","105_N",2,"20201126_26/08/2020_Jo","15","15_90.5"
